time,position,measured_position,velocity,measured_velocity,heading,observed,hidden_state,control_input,seed,controller,world_mode,orientation
0.5,"(-0.3880383793852178, -0.26973827983519527)","(-0.3880383793852178, -0.26973827983519527)","(-0.7760767587704356, -0.5394765596703905)","(-0.7760767587704356, -0.5394765596703905)",-2.534140611439255,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-1.034769011693914, -0.7193020795605207)",1043,random_walk,continuous_baseline,0.0
1.0,"(0.15609633077261664, -0.7263180414137285)","(0.15609633077261664, -0.7263180414137285)","(1.0882694203156689, -0.9131595231570663)","(1.0882694203156689, -0.9131595231570663)",-0.6981279552886018,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(1.8178549144650966, -1.103354570110124)",1043,random_walk,continuous_baseline,0.0
1.5,"(0.14304222239466835, -0.6089420719943817)","(0.14304222239466835, -0.6089420719943817)","(-0.026108216755896585, 0.23475193883869364)","(-0.026108216755896585, 0.23475193883869364)",1.6815573464116265,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-0.39756742911308507, 0.6173890928372803)",1043,random_walk,continuous_baseline,0.0
2.0,"(0.4554874236407083, -1.2516790871519667)","(0.4554874236407083, -1.2516790871519667)","(0.6248904024920799, -1.28547403031517)","(0.6248904024920799, -1.28547403031517)",-1.1183169109748716,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(0.8418899422414055, -1.7922160200331247)",1043,random_walk,continuous_baseline,0.0
2.5,"(0.5669688986550822, -1.4994392001085135)","(0.5669688986550822, -1.4994392001085135)","(0.22296295002874758, -0.49552022591309347)","(0.22296295002874758, -0.49552022591309347)",-1.147977898700046,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(0.08898713254097013, -0.23220229111240132)",1043,random_walk,continuous_baseline,0.0
3.0,"(1.1816319120817078, -1.264446648044617)","(1.1816319120817078, -1.264446648044617)","(1.2293260268532513, 0.4699851041277927)","(1.2293260268532513, 0.4699851041277927)",0.3651650289580918,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(1.5647803857947524, 0.7918202141414215)",1043,random_walk,continuous_baseline,0.0
3.5,"(1.993474479848815, -0.8461108559406431)","(1.993474479848815, -0.8461108559406431)","(1.6236851355342146, 0.836671584207948)","(1.6236851355342146, 0.836671584207948)",0.47580605097391304,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(1.8049037165408852, 0.9860892682264981)",1043,random_walk,continuous_baseline,0.0
4.0,"(2.054654608761507, -1.0463615144331078)","(2.054654608761507, -1.0463615144331078)","(0.12236025782538373, -0.4005013169849296)","(0.12236025782538373, -0.4005013169849296)",-1.274285103158194,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-0.3780813680775599, -0.8128922840492221)",1043,random_walk,continuous_baseline,0.0
4.5,"(1.6961754906716089, -1.1224856206845346)","(1.6961754906716089, -1.1224856206845346)","(-0.7169582361797967, -0.15224821250285392)","(-0.7169582361797967, -0.15224821250285392)",-2.932347940123564,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-0.9967310675148568, -0.06949717767549535)",1043,random_walk,continuous_baseline,0.0
5.0,"(2.1972764503381574, -0.9272024262165106)","(2.1972764503381574, -0.9272024262165106)","(1.0022019193330973, 0.39056638893604806)","(1.0022019193330973, 0.39056638893604806)",0.3716028440337863,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(1.5752553045040618, 0.571504589415682)",1043,random_walk,continuous_baseline,0.0
