condition,gamma,bin_index,screen_position,probability,hit_count
two_slit_decohered,1.0,82,-7.03517588,1.9651171916,304
two_slit_decohered,1.0,83,-6.63316583,1.9686771468,302
two_slit_decohered,1.0,84,-6.23115578,1.9720324049,288
two_slit_decohered,1.0,85,-5.82914573,1.9751821135,302
two_slit_decohered,1.0,86,-5.42713568,1.9781254725,297
two_slit_decohered,1.0,87,-5.02512563,1.9808617335,313
two_slit_decohered,1.0,88,-4.62311558,1.9833902008,290
two_slit_decohered,1.0,89,-4.22110553,1.9857102311,286
two_slit_decohered,1.0,90,-3.81909548,1.987821234,314
two_slit_decohered,1.0,91,-3.41708543,1.9897226722,291
two_slit_decohered,1.0,92,-3.01507538,1.9914140614,315
two_slit_decohered,1.0,93,-2.61306533,1.992894971,280
two_slit_decohered,1.0,94,-2.21105528,1.9941650237,270
two_slit_decohered,1.0,95,-1.80904523,1.9952238958,320
two_slit_decohered,1.0,96,-1.40703518,1.9960713175,301
two_slit_decohered,1.0,97,-1.00502513,1.9967070729,270
two_slit_decohered,1.0,98,-0.60301508,1.9971309999,321
two_slit_decohered,1.0,99,-0.20100503,1.9973429904,298
two_slit_decohered,1.0,100,0.20100503,1.9973429904,330
two_slit_decohered,1.0,101,0.60301508,1.9971309999,290
two_slit_decohered,1.0,102,1.00502513,1.9967070729,251
two_slit_decohered,1.0,103,1.40703518,1.9960713175,267
two_slit_decohered,1.0,104,1.80904523,1.9952238958,294
two_slit_decohered,1.0,105,2.21105528,1.9941650237,282
two_slit_decohered,1.0,106,2.61306533,1.992894971,297
two_slit_decohered,1.0,107,3.01507538,1.9914140614,280
two_slit_decohered,1.0,108,3.41708543,1.9897226722,283
two_slit_decohered,1.0,109,3.81909548,1.987821234,278
two_slit_decohered,1.0,110,4.22110553,1.9857102311,292
two_slit_decohered,1.0,111,4.62311558,1.9833902008,297
two_slit_decohered,1.0,112,5.02512563,1.9808617335,318
two_slit_decohered,1.0,113,5.42713568,1.9781254725,260
two_slit_decohered,1.0,114,5.82914573,1.9751821135,300
two_slit_decohered,1.0,115,6.23115578,1.9720324049,287
two_slit_decohered,1.0,116,6.63316583,1.9686771468,292
two_slit_decohered,1.0,117,7.03517588,1.9651171916,289
two_slit_decohered,1.0,118,7.43718593,1.9613534428,292
two_slit_decohered,1.0,119,7.83919598,1.9573868555,297
two_slit_decohered,1.0,120,8.24120603,1.9532184356,276
two_slit_decohered,1.0,121,8.64321608,1.9488492395,283
two_slit_decohered,1.0,122,9.04522613,1.9442803739,293
two_slit_decohered,1.0,123,9.44723618,1.9395129953,290
two_slit_decohered,1.0,124,9.84924623,1.9345483097,320
two_slit_decohered,1.0,125,10.25125628,1.9293875722,300
two_slit_decohered,1.0,126,10.65326633,1.9240320862,291
two_slit_decohered,1.0,127,11.05527638,1.9184832037,294
two_slit_decohered,1.0,128,11.45728643,1.9127423241,260
two_slit_decohered,1.0,129,11.85929648,1.9068108941,264
two_slit_decohered,1.0,130,12.26130653,1.9006904073,289
two_slit_decohered,1.0,131,12.66331658,1.8943824034,271
two_slit_decohered,1.0,132,13.06532663,1.8878884678,309
two_slit_decohered,1.0,133,13.46733668,1.8812102311,311
two_slit_decohered,1.0,134,13.86934673,1.8743493686,276
two_slit_decohered,1.0,135,14.27135678,1.8673075997,265
two_slit_decohered,1.0,136,14.67336683,1.860086687,255
two_slit_decohered,1.0,137,15.07537688,1.8526884364,265
two_slit_decohered,1.0,138,15.47738693,1.8451146957,278
two_slit_decohered,1.0,139,15.87939698,1.8373673546,270
two_slit_decohered,1.0,140,16.28140704,1.8294483435,270
two_slit_decohered,1.0,141,16.68341709,1.8213596339,278
two_slit_decohered,1.0,142,17.08542714,1.8131032362,268
two_slit_decohered,1.0,143,17.48743719,1.8046812003,288
two_slit_decohered,1.0,144,17.88944724,1.7960956141,277
two_slit_decohered,1.0,145,18.29145729,1.7873486035,284
two_slit_decohered,1.0,146,18.69346734,1.7784423311,280
two_slit_decohered,1.0,147,19.09547739,1.7693789958,265
two_slit_decohered,1.0,148,19.49748744,1.7601608318,236
two_slit_decohered,1.0,149,19.89949749,1.7507901083,259
two_slit_decohered,1.0,150,20.30150754,1.7412691283,249
two_slit_decohered,1.0,151,20.70351759,1.731600228,284
two_slit_decohered,1.0,152,21.10552764,1.7217857761,242
two_slit_decohered,1.0,153,21.50753769,1.7118281728,253
two_slit_decohered,1.0,154,21.90954774,1.7017298493,286
two_slit_decohered,1.0,155,22.31155779,1.6914932666,249
two_slit_decohered,1.0,156,22.71356784,1.6811209151,254
two_slit_decohered,1.0,157,23.11557789,1.6706153136,244
two_slit_decohered,1.0,158,23.51758794,1.6599790082,238
two_slit_decohered,1.0,159,23.91959799,1.6492145721,268
two_slit_decohered,1.0,160,24.32160804,1.6383246039,233
two_slit_decohered,1.0,161,24.72361809,1.6273117276,261
two_slit_decohered,1.0,162,25.12562814,1.6161785912,236
two_slit_decohered,1.0,163,25.52763819,1.6049278659,247
two_slit_decohered,1.0,164,25.92964824,1.5935622454,227
two_slit_decohered,1.0,165,26.33165829,1.5820844448,229
two_slit_decohered,1.0,166,26.73366834,1.5704971998,254
two_slit_decohered,1.0,167,27.13567839,1.558803266,224
two_slit_decohered,1.0,168,27.53768844,1.5470054178,218
two_slit_decohered,1.0,169,27.93969849,1.5351064473,224
two_slit_decohered,1.0,170,28.34170854,1.5231091639,231
two_slit_decohered,1.0,171,28.74371859,1.5110163928,201
two_slit_decohered,1.0,172,29.14572864,1.4988309748,207
two_slit_decohered,1.0,173,29.54773869,1.4865557645,213
two_slit_decohered,1.0,174,29.94974874,1.4741936303,208
two_slit_decohered,1.0,175,30.35175879,1.4617474526,190
two_slit_decohered,1.0,176,30.75376884,1.4492201236,223
two_slit_decohered,1.0,177,31.15577889,1.4366145459,212
two_slit_decohered,1.0,178,31.55778894,1.4239336319,200
two_slit_decohered,1.0,179,31.95979899,1.4111803025,230
two_slit_decohered,1.0,180,32.36180905,1.3983574863,214
two_slit_decohered,1.0,181,32.7638191,1.3854681194,196
two_slit_decohered,1.0,182,33.16582915,1.3725151431,178
two_slit_decohered,1.0,183,33.5678392,1.3595015039,183
two_slit_decohered,1.0,184,33.96984925,1.3464301524,196
two_slit_decohered,1.0,185,34.3718593,1.3333040422,217
two_slit_decohered,1.0,186,34.77386935,1.3201261291,190
two_slit_decohered,1.0,187,35.1758794,1.3068993703,174
two_slit_decohered,1.0,188,35.57788945,1.2936267231,206
two_slit_decohered,1.0,189,35.9798995,1.2803111445,182
two_slit_decohered,1.0,190,36.38190955,1.2669555898,211
two_slit_decohered,1.0,191,36.7839196,1.2535630117,192
two_slit_decohered,1.0,192,37.18592965,1.2401363599,186
two_slit_decohered,1.0,193,37.5879397,1.2266785796,179
two_slit_decohered,1.0,194,37.98994975,1.213192611,180
two_slit_decohered,1.0,195,38.3919598,1.1996813881,156
two_slit_decohered,1.0,196,38.79396985,1.1861478378,177
two_slit_decohered,1.0,197,39.1959799,1.1725948796,203
two_slit_decohered,1.0,198,39.59798995,1.1590254237,180
two_slit_decohered,1.0,199,40.0,1.145442371,151
two_slit_partial,0.0,0,-40.0,0.2203811383,40
two_slit_partial,0.0,1,-39.59798995,0.1591297476,24
two_slit_partial,0.0,2,-39.1959799,0.1066940123,20
two_slit_partial,0.0,3,-38.79396985,0.0639949937,13
two_slit_partial,0.0,4,-38.3919598,0.0318655615,2
two_slit_partial,0.0,5,-37.98994975,0.0110389498,0
two_slit_partial,0.0,6,-37.5879397,0.0021382406,0
two_slit_partial,0.0,7,-37.18592965,0.0056669149,2
two_slit_partial,0.0,8,-36.7839196,0.0220006047,0
two_slit_partial,0.0,9,-36.38190955,0.0513801677,9
two_slit_partial,0.0,10,-35.9798995,0.0939061902,14
two_slit_partial,0.0,11,-35.57788945,0.1495350114,25
two_slit_partial,0.0,12,-35.1758794,0.218076342,35
two_slit_partial,0.0,13,-34.77386935,0.2991925364,48
two_slit_partial,0.0,14,-34.3718593,0.3923995558,66
two_slit_partial,0.0,15,-33.96984925,0.49706964,76
two_slit_partial,0.0,16,-33.5678392,0.6124356883,99
two_slit_partial,0.0,17,-33.16582915,0.7375973259,112
two_slit_partial,0.0,18,-32.7638191,0.8715286139,118
two_slit_partial,0.0,19,-32.36180905,1.0130873402,158
two_slit_partial,0.0,20,-31.95979899,1.1610258121,158
two_slit_partial,0.0,21,-31.55778894,1.3140030261,215
two_slit_partial,0.0,22,-31.15577889,1.470598151,219
two_slit_partial,0.0,23,-30.75376884,1.6293251131,271
two_slit_partial,0.0,24,-30.35175879,1.7886481855,237
two_slit_partial,0.0,25,-29.94974874,1.9469983931,310
two_slit_partial,0.0,26,-29.54773869,2.1027905578,307
two_slit_partial,0.0,27,-29.14572864,2.2544407949,343
two_slit_partial,0.0,28,-28.74371859,2.4003842631,372
two_slit_partial,0.0,29,-28.34170854,2.5390929654,391
two_slit_partial,0.0,30,-27.93969849,2.6690933947,400
two_slit_partial,0.0,31,-27.53768844,2.7889838151,439
two_slit_partial,0.0,32,-27.13567839,2.8974509753,472
two_slit_partial,0.0,33,-26.73366834,2.9932860505,491
two_slit_partial,0.0,34,-26.33165829,3.0753996167,454
two_slit_partial,0.0,35,-25.92964824,3.1428354735,465
two_slit_partial,0.0,36,-25.52763819,3.1947831363,528
two_slit_partial,0.0,37,-25.12562814,3.2305888395,504
two_slit_partial,0.0,38,-24.72361809,3.2497649013,511
two_slit_partial,0.0,39,-24.32160804,3.2519973236,486
two_slit_partial,0.0,40,-23.91959799,3.2371515158,462
two_slit_partial,0.0,41,-23.51758794,3.2052760545,525
two_slit_partial,0.0,42,-23.11557789,3.1566044117,458
two_slit_partial,0.0,43,-22.71356784,3.0915546085,459
two_slit_partial,0.0,44,-22.31155779,3.0107267737,444
two_slit_partial,0.0,45,-21.90954774,2.9148986124,492
two_slit_partial,0.0,46,-21.50753769,2.805018813,409
two_slit_partial,0.0,47,-21.10552764,2.6821984476,358
two_slit_partial,0.0,48,-20.70351759,2.5477004413,404
two_slit_partial,0.0,49,-20.30150754,2.4029272127,371
two_slit_partial,0.0,50,-19.89949749,2.2494066097,362
two_slit_partial,0.0,51,-19.49748744,2.0887762827,316
two_slit_partial,0.0,52,-19.09547739,1.922766662,283
two_slit_partial,0.0,53,-18.69346734,1.7531827198,271
two_slit_partial,0.0,54,-18.29145729,1.5818847154,229
two_slit_partial,0.0,55,-17.88944724,1.4107681343,206
two_slit_partial,0.0,56,-17.48743719,1.2417430455,202
two_slit_partial,0.0,57,-17.08542714,1.0767131068,152
two_slit_partial,0.0,58,-16.68341709,0.9175544566,151
two_slit_partial,0.0,59,-16.28140704,0.7660947334,125
two_slit_partial,0.0,60,-15.87939698,0.6240924591,90
two_slit_partial,0.0,61,-15.47738693,0.4932170485,76
two_slit_partial,0.0,62,-15.07537688,0.3750296234,53
two_slit_partial,0.0,63,-14.67336683,0.270964929,51
two_slit_partial,0.0,64,-14.27135678,0.1823145149,43
two_slit_partial,0.0,65,-13.86934673,0.110211401,13
two_slit_partial,0.0,66,-13.46733668,0.0556164131,6
two_slit_partial,0.0,67,-13.06532663,0.0193063547,1
two_slit_partial,0.0,68,-12.66331658,0.0018641615,0
two_slit_partial,0.0,69,-12.26130653,0.0036711652,0
two_slit_partial,0.0,70,-11.85929648,0.0249015673,4
two_slit_partial,0.0,71,-11.45728643,0.0655192,12
two_slit_partial,0.0,72,-11.05527638,0.1252766237,14
two_slit_partial,0.0,73,-10.65326633,0.2037165861,34
two_slit_partial,0.0,74,-10.25125628,0.3001758379,64
two_slit_partial,0.0,75,-9.84924623,0.4137912755,62
two_slit_partial,0.0,76,-9.44723618,0.543508352,86
two_slit_partial,0.0,77,-9.04522613,0.688091672,94
two_slit_partial,0.0,78,-8.64321608,0.8461376604,141
two_slit_partial,0.0,79,-8.24120603,1.0160891702,187
two_slit_partial,0.0,80,-7.83919598,1.1962518715,207
two_slit_partial,0.0,81,-7.43718593,1.3848122439,220
two_slit_partial,0.0,82,-7.03517588,1.5798569721,253
two_slit_partial,0.0,83,-6.63316583,1.779393532,280
two_slit_partial,0.0,84,-6.23115578,1.9813717358,289
two_slit_partial,0.0,85,-5.82914573,2.1837059953,310
two_slit_partial,0.0,86,-5.42713568,2.3842980532,372
two_slit_partial,0.0,87,-5.02512563,2.5810599255,400
two_slit_partial,0.0,88,-4.62311558,2.7719367944,427
two_slit_partial,0.0,89,-4.22110553,2.9549295932,464
two_slit_partial,0.0,90,-3.81909548,3.1281170244,495
two_slit_partial,0.0,91,-3.41708543,3.2896767616,525
two_slit_partial,0.0,92,-3.01507538,3.4379055915,526
two_slit_partial,0.0,93,-2.61306533,3.5712382668,581
two_slit_partial,0.0,94,-2.21105528,3.6882648526,557
two_slit_partial,0.0,95,-1.80904523,3.7877463692,587
two_slit_partial,0.0,96,-1.40703518,3.8686285494,614
two_slit_partial,0.0,97,-1.00502513,3.9300535542,585
two_slit_partial,0.0,98,-0.60301508,3.9713695116,603
two_slit_partial,0.0,99,-0.20100503,3.9921377676,634
two_slit_partial,0.0,100,0.20100503,3.9921377676,634
two_slit_partial,0.0,101,0.60301508,3.9713695116,542
two_slit_partial,0.0,102,1.00502513,3.9300535542,585
two_slit_partial,0.0,103,1.40703518,3.8686285494,578
two_slit_partial,0.0,104,1.80904523,3.7877463692,563
two_slit_partial,0.0,105,2.21105528,3.6882648526,574
two_slit_partial,0.0,106,2.61306533,3.5712382668,535
two_slit_partial,0.0,107,3.01507538,3.4379055915,525
two_slit_partial,0.0,108,3.41708543,3.2896767616,495
two_slit_partial,0.0,109,3.81909548,3.1281170244,494
two_slit_partial,0.0,110,4.22110553,2.9549295932,453
two_slit_partial,0.0,111,4.62311558,2.7719367944,404
two_slit_partial,0.0,112,5.02512563,2.5810599255,412
two_slit_partial,0.0,113,5.42713568,2.3842980532,402
two_slit_partial,0.0,114,5.82914573,2.1837059953,353
two_slit_partial,0.0,115,6.23115578,1.9813717358,301
two_slit_partial,0.0,116,6.63316583,1.779393532,282
two_slit_partial,0.0,117,7.03517588,1.5798569721,225
two_slit_partial,0.0,118,7.43718593,1.3848122439,203
two_slit_partial,0.0,119,7.83919598,1.1962518715,166
two_slit_partial,0.0,120,8.24120603,1.0160891702,176
two_slit_partial,0.0,121,8.64321608,0.8461376604,124
two_slit_partial,0.0,122,9.04522613,0.688091672,91
two_slit_partial,0.0,123,9.44723618,0.543508352,95
two_slit_partial,0.0,124,9.84924623,0.4137912755,69
two_slit_partial,0.0,125,10.25125628,0.3001758379,48
two_slit_partial,0.0,126,10.65326633,0.2037165861,37
two_slit_partial,0.0,127,11.05527638,0.1252766237,21
two_slit_partial,0.0,128,11.45728643,0.0655192,12
two_slit_partial,0.0,129,11.85929648,0.0249015673,9
two_slit_partial,0.0,130,12.26130653,0.0036711652,1
two_slit_partial,0.0,131,12.66331658,0.0018641615,1
two_slit_partial,0.0,132,13.06532663,0.0193063547,2
two_slit_partial,0.0,133,13.46733668,0.0556164131,6
two_slit_partial,0.0,134,13.86934673,0.110211401,26
two_slit_partial,0.0,135,14.27135678,0.1823145149,29
two_slit_partial,0.0,136,14.67336683,0.270964929,37
two_slit_partial,0.0,137,15.07537688,0.3750296234,64
two_slit_partial,0.0,138,15.47738693,0.4932170485,80
two_slit_partial,0.0,139,15.87939698,0.6240924591,109
two_slit_partial,0.0,140,16.28140704,0.7660947334,125
two_slit_partial,0.0,141,16.68341709,0.9175544566,158
two_slit_partial,0.0,142,17.08542714,1.0767131068,171
two_slit_partial,0.0,143,17.48743719,1.2417430455,154
two_slit_partial,0.0,144,17.88944724,1.4107681343,214
two_slit_partial,0.0,145,18.29145729,1.5818847154,214
two_slit_partial,0.0,146,18.69346734,1.7531827198,277
two_slit_partial,0.0,147,19.09547739,1.922766662,294
two_slit_partial,0.0,148,19.49748744,2.0887762827,320
two_slit_partial,0.0,149,19.89949749,2.2494066097,360
two_slit_partial,0.0,150,20.30150754,2.4029272127,388
two_slit_partial,0.0,151,20.70351759,2.5477004413,402
two_slit_partial,0.0,152,21.10552764,2.6821984476,455
two_slit_partial,0.0,153,21.50753769,2.805018813,422
two_slit_partial,0.0,154,21.90954774,2.9148986124,424
two_slit_partial,0.0,155,22.31155779,3.0107267737,479
two_slit_partial,0.0,156,22.71356784,3.0915546085,469
two_slit_partial,0.0,157,23.11557789,3.1566044117,517
two_slit_partial,0.0,158,23.51758794,3.2052760545,481
two_slit_partial,0.0,159,23.91959799,3.2371515158,516
two_slit_partial,0.0,160,24.32160804,3.2519973236,510
two_slit_partial,0.0,161,24.72361809,3.2497649013,503
two_slit_partial,0.0,162,25.12562814,3.2305888395,493
two_slit_partial,0.0,163,25.52763819,3.1947831363,504
two_slit_partial,0.0,164,25.92964824,3.1428354735,463
two_slit_partial,0.0,165,26.33165829,3.0753996167,453
two_slit_partial,0.0,166,26.73366834,2.9932860505,440
two_slit_partial,0.0,167,27.13567839,2.8974509753,399
two_slit_partial,0.0,168,27.53768844,2.7889838151,453
two_slit_partial,0.0,169,27.93969849,2.6690933947,414
two_slit_partial,0.0,170,28.34170854,2.5390929654,386
two_slit_partial,0.0,171,28.74371859,2.4003842631,327
two_slit_partial,0.0,172,29.14572864,2.2544407949,352
two_slit_partial,0.0,173,29.54773869,2.1027905578,316
two_slit_partial,0.0,174,29.94974874,1.9469983931,306
two_slit_partial,0.0,175,30.35175879,1.7886481855,269
two_slit_partial,0.0,176,30.75376884,1.6293251131,276
two_slit_partial,0.0,177,31.15577889,1.470598151,231
two_slit_partial,0.0,178,31.55778894,1.3140030261,203
two_slit_partial,0.0,179,31.95979899,1.1610258121,170
two_slit_partial,0.0,180,32.36180905,1.0130873402,138
two_slit_partial,0.0,181,32.7638191,0.8715286139,141
two_slit_partial,0.0,182,33.16582915,0.7375973259,123
two_slit_partial,0.0,183,33.5678392,0.6124356883,107
two_slit_partial,0.0,184,33.96984925,0.49706964,83
two_slit_partial,0.0,185,34.3718593,0.3923995558,59
two_slit_partial,0.0,186,34.77386935,0.2991925364,50
two_slit_partial,0.0,187,35.1758794,0.218076342,26
two_slit_partial,0.0,188,35.57788945,0.1495350114,20
two_slit_partial,0.0,189,35.9798995,0.0939061902,19
two_slit_partial,0.0,190,36.38190955,0.0513801677,9
two_slit_partial,0.0,191,36.7839196,0.0220006047,4
two_slit_partial,0.0,192,37.18592965,0.0056669149,0
two_slit_partial,0.0,193,37.5879397,0.0021382406,0
two_slit_partial,0.0,194,37.98994975,0.0110389498,0
two_slit_partial,0.0,195,38.3919598,0.0318655615,3
two_slit_partial,0.0,196,38.79396985,0.0639949937,6
two_slit_partial,0.0,197,39.1959799,0.1066940123,19
two_slit_partial,0.0,198,39.59798995,0.1591297476,23
two_slit_partial,0.0,199,40.0,0.2203811383,26
two_slit_partial,0.1,0,-40.0,0.3128872615,51
two_slit_partial,0.1,1,-39.59798995,0.2591193152,47
two_slit_partial,0.1,2,-39.1959799,0.213284099,27
two_slit_partial,0.1,3,-38.79396985,0.1762102782,27
two_slit_partial,0.1,4,-38.3919598,0.1486471441,27
two_slit_partial,0.1,5,-37.98994975,0.1312543159,24
two_slit_partial,0.1,6,-37.5879397,0.1245922745,14
two_slit_partial,0.1,7,-37.18592965,0.1291138594,23
two_slit_partial,0.1,8,-36.7839196,0.1451568454,29
two_slit_partial,0.1,9,-36.38190955,0.1729377099,21
two_slit_partial,0.1,10,-35.9798995,0.2125466856,34
two_slit_partial,0.1,11,-35.57788945,0.2639441826,47
two_slit_partial,0.1,12,-35.1758794,0.3269586448,48
two_slit_partial,0.1,13,-34.77386935,0.4012858957,63
two_slit_partial,0.1,14,-34.3718593,0.4864900044,77
two_slit_partial,0.1,15,-33.96984925,0.5820056912,81
two_slit_partial,0.1,16,-33.5678392,0.6871422699,92
two_slit_partial,0.1,17,-33.16582915,0.8010891076,127
two_slit_partial,0.1,18,-32.7638191,0.9229225644,132
two_slit_partial,0.1,19,-32.36180905,1.0516143548,148
two_slit_partial,0.1,20,-31.95979899,1.1860412611,191
two_slit_partial,0.1,21,-31.55778894,1.3249960866,214
two_slit_partial,0.1,22,-31.15577889,1.4671997904,223
two_slit_partial,0.1,23,-30.75376884,1.6113146141,216
two_slit_partial,0.1,24,-30.35175879,1.7559581122,284
two_slit_partial,0.1,25,-29.94974874,1.8997179168,279
two_slit_partial,0.1,26,-29.54773869,2.0411670785,313
two_slit_partial,0.1,27,-29.14572864,2.1788798129,326
two_slit_partial,0.1,28,-28.74371859,2.311447476,369
two_slit_partial,0.1,29,-28.34170854,2.4374945853,351
two_slit_partial,0.1,30,-27.93969849,2.5556946999,406
two_slit_partial,0.1,31,-27.53768844,2.6647859753,414
two_slit_partial,0.1,32,-27.13567839,2.7635862044,464
two_slit_partial,0.1,33,-26.73366834,2.8510071654,444
two_slit_partial,0.1,34,-26.33165829,2.9260680995,430
two_slit_partial,0.1,35,-25.92964824,2.9879081507,446
two_slit_partial,0.1,36,-25.52763819,3.0357976093,495
two_slit_partial,0.1,37,-25.12562814,3.0691478147,476
two_slit_partial,0.1,38,-24.72361809,3.087519584,487
two_slit_partial,0.1,39,-24.32160804,3.0906300517,457
two_slit_partial,0.1,40,-23.91959799,3.0783578215,431
two_slit_partial,0.1,41,-23.51758794,3.0507463499,501
two_slit_partial,0.1,42,-23.11557789,3.0080055019,446
two_slit_partial,0.1,43,-22.71356784,2.9505112392,432
two_slit_partial,0.1,44,-22.31155779,2.878803423,433
two_slit_partial,0.1,45,-21.90954774,2.7935817361,442
two_slit_partial,0.1,46,-21.50753769,2.695699749,402
two_slit_partial,0.1,47,-21.10552764,2.5861571805,368
two_slit_partial,0.1,48,-20.70351759,2.4660904199,361
two_slit_partial,0.1,49,-20.30150754,2.3367614043,358
two_slit_partial,0.1,50,-19.89949749,2.1995449596,332
two_slit_partial,0.1,51,-19.49748744,2.0559147376,336
two_slit_partial,0.1,52,-19.09547739,1.9074278953,292
two_slit_partial,0.1,53,-18.69346734,1.7557086809,253
two_slit_partial,0.1,54,-18.29145729,1.6024311042,252
two_slit_partial,0.1,55,-17.88944724,1.4493008823,206
two_slit_partial,0.1,56,-17.48743719,1.298036861,185
two_slit_partial,0.1,57,-17.08542714,1.1503521197,190
two_slit_partial,0.1,58,-16.68341709,1.0079349744,142
two_slit_partial,0.1,59,-16.28140704,0.8724300944,125
two_slit_partial,0.1,60,-15.87939698,0.7454199487,129
two_slit_partial,0.1,61,-15.47738693,0.6284068133,99
two_slit_partial,0.1,62,-15.07537688,0.5227955047,88
two_slit_partial,0.1,63,-14.67336683,0.4298771048,60
two_slit_partial,0.1,64,-14.27135678,0.3508138234,53
two_slit_partial,0.1,65,-13.86934673,0.2866251978,49
two_slit_partial,0.1,66,-13.46733668,0.2381757949,50
two_slit_partial,0.1,67,-13.06532663,0.2061645661,24
two_slit_partial,0.1,68,-12.66331658,0.1911159857,28
two_slit_partial,0.1,69,-12.26130653,0.1933730894,39
two_slit_partial,0.1,70,-11.85929648,0.2130925,42
two_slit_partial,0.1,71,-11.45728643,0.2502415124,36
two_slit_partial,0.1,72,-11.05527638,0.3045972817,48
two_slit_partial,0.1,73,-10.65326633,0.3757481361,60
two_slit_partial,0.1,74,-10.25125628,0.4630970113,63
two_slit_partial,0.1,75,-9.84924623,0.5658669789,86
two_slit_partial,0.1,76,-9.44723618,0.6831088163,120
two_slit_partial,0.1,77,-9.04522613,0.8137105422,140
two_slit_partial,0.1,78,-8.64321608,0.9564088184,168
two_slit_partial,0.1,79,-8.24120603,1.1098020967,179
two_slit_partial,0.1,80,-7.83919598,1.2723653699,213
two_slit_partial,0.1,81,-7.43718593,1.4424663638,223
two_slit_partial,0.1,82,-7.03517588,1.618382994,245
two_slit_partial,0.1,83,-6.63316583,1.7983218935,269
two_slit_partial,0.1,84,-6.23115578,1.9804378027,275
two_slit_partial,0.1,85,-5.82914573,2.1628536071,327
two_slit_partial,0.1,86,-5.42713568,2.3436807951,357
two_slit_partial,0.1,87,-5.02512563,2.5210401063,395
two_slit_partial,0.1,88,-4.62311558,2.6930821351,424
two_slit_partial,0.1,89,-4.22110553,2.858007657,451
two_slit_partial,0.1,90,-3.81909548,3.0140874454,483
two_slit_partial,0.1,91,-3.41708543,3.1596813526,478
two_slit_partial,0.1,92,-3.01507538,3.2932564385,516
two_slit_partial,0.1,93,-2.61306533,3.4134039372,543
two_slit_partial,0.1,94,-2.21105528,3.5188548697,536
two_slit_partial,0.1,95,-1.80904523,3.6084941219,573
two_slit_partial,0.1,96,-1.40703518,3.6813728262,568
two_slit_partial,0.1,97,-1.00502513,3.7367189061,563
two_slit_partial,0.1,98,-0.60301508,3.7739456604,557
two_slit_partial,0.1,99,-0.20100503,3.7926582899,605
two_slit_partial,0.1,100,0.20100503,3.7926582899,607
two_slit_partial,0.1,101,0.60301508,3.7739456604,505
two_slit_partial,0.1,102,1.00502513,3.7367189061,559
two_slit_partial,0.1,103,1.40703518,3.6813728262,547
two_slit_partial,0.1,104,1.80904523,3.6084941219,535
two_slit_partial,0.1,105,2.21105528,3.5188548697,525
two_slit_partial,0.1,106,2.61306533,3.4134039372,550
two_slit_partial,0.1,107,3.01507538,3.2932564385,480
two_slit_partial,0.1,108,3.41708543,3.1596813526,471
two_slit_partial,0.1,109,3.81909548,3.0140874454,478
two_slit_partial,0.1,110,4.22110553,2.858007657,434
two_slit_partial,0.1,111,4.62311558,2.6930821351,397
two_slit_partial,0.1,112,5.02512563,2.5210401063,381
two_slit_partial,0.1,113,5.42713568,2.3436807951,375
two_slit_partial,0.1,114,5.82914573,2.1628536071,358
two_slit_partial,0.1,115,6.23115578,1.9804378027,318
two_slit_partial,0.1,116,6.63316583,1.7983218935,278
two_slit_partial,0.1,117,7.03517588,1.618382994,261
two_slit_partial,0.1,118,7.43718593,1.4424663638,208
two_slit_partial,0.1,119,7.83919598,1.2723653699,175
two_slit_partial,0.1,120,8.24120603,1.1098020967,165
two_slit_partial,0.1,121,8.64321608,0.9564088184,133
two_slit_partial,0.1,122,9.04522613,0.8137105422,142
two_slit_partial,0.1,123,9.44723618,0.6831088163,102
two_slit_partial,0.1,124,9.84924623,0.5658669789,80
two_slit_partial,0.1,125,10.25125628,0.4630970113,64
two_slit_partial,0.1,126,10.65326633,0.3757481361,69
two_slit_partial,0.1,127,11.05527638,0.3045972817,47
two_slit_partial,0.1,128,11.45728643,0.2502415124,38
two_slit_partial,0.1,129,11.85929648,0.2130925,38
two_slit_partial,0.1,130,12.26130653,0.1933730894,29
two_slit_partial,0.1,131,12.66331658,0.1911159857,31
two_slit_partial,0.1,132,13.06532663,0.2061645661,41
two_slit_partial,0.1,133,13.46733668,0.2381757949,43
two_slit_partial,0.1,134,13.86934673,0.2866251978,41
two_slit_partial,0.1,135,14.27135678,0.3508138234,62
two_slit_partial,0.1,136,14.67336683,0.4298771048,71
two_slit_partial,0.1,137,15.07537688,0.5227955047,86
two_slit_partial,0.1,138,15.47738693,0.6284068133,115
two_slit_partial,0.1,139,15.87939698,0.7454199487,119
two_slit_partial,0.1,140,16.28140704,0.8724300944,124
two_slit_partial,0.1,141,16.68341709,1.0079349744,159
two_slit_partial,0.1,142,17.08542714,1.1503521197,155
two_slit_partial,0.1,143,17.48743719,1.298036861,191
two_slit_partial,0.1,144,17.88944724,1.4493008823,199
two_slit_partial,0.1,145,18.29145729,1.6024311042,251
two_slit_partial,0.1,146,18.69346734,1.7557086809,268
two_slit_partial,0.1,147,19.09547739,1.9074278953,285
two_slit_partial,0.1,148,19.49748744,2.0559147376,327
two_slit_partial,0.1,149,19.89949749,2.1995449596,337
two_slit_partial,0.1,150,20.30150754,2.3367614043,396
two_slit_partial,0.1,151,20.70351759,2.4660904199,391
two_slit_partial,0.1,152,21.10552764,2.5861571805,421
two_slit_partial,0.1,153,21.50753769,2.695699749,391
